Basic Information:,,,,,,,,,,,Instrument/ meteorological station information:,,,,,,,,,,,Gridded Data Product Information:,,,,Data Product Information:,,,,,
Data.set.name,Site,Variable,Statistic,Data.Interval,Start.Date,End.Date,Ongoing?,Data.Type,Gap.Free?,Source.Type,Meteorological.Station.Name.(ID),latitude,longitude,elevation,Instrument.Location,Instrument.Distance.From.Plot(km),Station.Elevation.Relative.To.Plot,Instrument.Location.Description,Instrument.height.or.depth(m),n.instruments,instrument.type/model,Gridded.Data.Product.Name,Gridded.Data.Product.URL.or.citation,Gridded.Data.Product.Spatial.Resolution,Gridded.data.product.notes,Data.Availability,Data.URL.or.location,Data.Contact(s),Related.Publication(s).or.Metadata,Notes,Record.Last.Updated
Harvard Forest Snow Pillow,Harvard Forest,Snowfall,mean,1 day; 15 min,2009.12.05,present,Y,Raw,,instrument/ meteorological station,,42.53,-72.19,340,,,,,,,,NA,NA,NA,NA,Open access ,http://harvardforest.fas.harvard.edu:8080/exist/apps/datasets/showData.html?id=hf155,"Emery Boose, boose@fas.harvard.edu",,,12/6/16
PRISM data for North America CTFS-ForestGEO Sites,Harvard Forest,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution (this record) must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Harvard Forest,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased. ,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Harvard Forest,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Harvard Forest,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
Hong Kong Observatory,Hong Kong,(multiple),,,1981,2010,,,,instrument/ meteorological station,,,,,,,,,,,,NA,NA,NA,NA,Unspecified,,,,No specific plot data are yet available (as of 2013). The data come from HK Observatory for HK as a whole (1981-2010).,1/3/16
CTFS-ForestGEO meteorological station at HKK- raw data,Huai Kha Khaeng,Radiation: Solar (shortwave) radiation ,mean,5 min,2010.06.16,2014.01.16,see notes,Raw,,instrument/ meteorological station,CTFS-ForestGEO meteorological station at HKK,,,,Clearing or natural gap,,,clearing near the plot,,2,Solar radiometer CMP11 (Kipp&Zonen) & secondary radiometer LI-290 (LiCOR),NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/HKK/ForestGEO_met_station-HKK,Matteo Detto,,"As of 11/22/16, the latest data we currently have is from January 2014. As far as Matteo knows, this station is not currenlty working.",11/22/16
CTFS-ForestGEO meteorological station at HKK- raw data,Huai Kha Khaeng,Precipitation,sum,5 min,2010.06.16,2014.01.16,see notes,Raw,,instrument/ meteorological station,CTFS-ForestGEO meteorological station at HKK,,,,Clearing or natural gap,,,clearing near the plot,,1,Tipping rain bucket TB4-L (Campbell Scientific) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/HKK/ForestGEO_met_station-HKK,Matteo Detto,,"As of 11/22/16, the latest data we currently have is from January 2014. As far as Matteo knows, this station is not currenlty working.",11/22/16
CTFS-ForestGEO meteorological station at HKK- raw data,Huai Kha Khaeng,Wind speed & direction (2D),mean,5 min,2010.06.16,2014.01.16,see notes,Raw,,instrument/ meteorological station,CTFS-ForestGEO meteorological station at HKK,,,,Clearing or natural gap,,,clearing near the plot,,1,2-D sonic anemometer WS425 (Vaisala) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/HKK/ForestGEO_met_station-HKK,Matteo Detto,,"As of 11/22/16, the latest data we currently have is from January 2014. As far as Matteo knows, this station is not currenlty working.",11/22/16
CTFS-ForestGEO meteorological station at HKK- raw data,Huai Kha Khaeng,Air Temperature ,mean,5 min,2010.06.16,2014.01.16,see notes,Raw,,instrument/ meteorological station,CTFS-ForestGEO meteorological station at HKK,,,,Clearing or natural gap,,,clearing near the plot,,2,Aspirated and shield temperature and relative humidity sensor plus an additional secondary temperature sensor (MetOne Instruments) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/HKK/ForestGEO_met_station-HKK,Matteo Detto,,"As of 11/22/16, the latest data we currently have is from January 2014. As far as Matteo knows, this station is not currenlty working.",11/22/16
CTFS-ForestGEO meteorological station at HKK- raw data,Huai Kha Khaeng,Relative humidity ,mean,5 min,2010.06.16,2014.01.16,see notes,Raw,,instrument/ meteorological station,CTFS-ForestGEO meteorological station at HKK,,,,Clearing or natural gap,,,clearing near the plot,,1,Aspirated and shield temperature and relative humidity sensor plus an additional secondary temperature sensor (MetOne Instruments) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/HKK/ForestGEO_met_station-HKK,Matteo Detto,,"As of 11/22/16, the latest data we currently have is from January 2014. As far as Matteo knows, this station is not currenlty working.",11/22/16
[meteorological station],Huai Kha Khaeng,(multiple),,,1997,2014/present,,,,instrument/ meteorological station,,,,,,_25,,,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
[meteorological station],Jianfengling,(multiple),,,2010,2012,,,,instrument/ meteorological station,,,,,,4,,Atmosphere station 4 km away from the 60 ha plot,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
[meteorological station],Kenting,(multiple),,,1997,2002,,,,instrument/ meteorological station,,,,,,20,,Nearby Hengchun Weather Station. Not at plot; headquarters nearby,,,,NA,NA,NA,NA,Unspecified,,,,"source: Lin et al. 2011, Oecologia",7/10/17
CTFS-ForestGEO meteorological station at Khao Chong - raw data,Khao Chong,Radiation: Solar (shortwave) radiation ,mean,5 min,2010.06.13,2016.08.02,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at Khao Chong,,,,Clearing or natural gap,,,clearing near the plot,,2,Solar radiometer CMP11 (Kipp&Zonen) & secondary radiometer LI-290 (LiCOR),NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/Khao_Chong/ForestGEO_met_station-KCH,"Matteo Detto; Pitoon Kongnoo, ptkongnoo@gmail.com",,"As of 11/22/16, the latest data is from August 2016. We had some problems and we lost few months of data. The station is in need of some maintenance, one of the sensors (RH) was kind of suspicious.",11/22/16
CTFS-ForestGEO meteorological station at Khao Chong - raw data,Khao Chong,Precipitation,sum,5 min,2010.06.13,2016.08.02,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at Khao Chong,,,,Clearing or natural gap,,,clearing near the plot,,1,Tipping rain bucket TB4-L (Campbell Scientific) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/Khao_Chong/ForestGEO_met_station-KCH,"Matteo Detto; Pitoon Kongnoo, ptkongnoo@gmail.com",,"As of 11/22/16, the latest data is from August 2016. We had some problems and we lost few months of data. The station is in need of some maintenance, one of the sensors (RH) was kind of suspicious.",11/22/16
CTFS-ForestGEO meteorological station at Khao Chong - raw data,Khao Chong,Wind speed & direction (2D),mean,5 min,2010.06.13,2016.08.02,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at Khao Chong,,,,Clearing or natural gap,,,clearing near the plot,,1,2-D sonic anemometer WS425 (Vaisala) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/Khao_Chong/ForestGEO_met_station-KCH,"Matteo Detto; Pitoon Kongnoo, ptkongnoo@gmail.com",,"As of 11/22/16, the latest data is from August 2016. We had some problems and we lost few months of data. The station is in need of some maintenance, one of the sensors (RH) was kind of suspicious.",11/22/16
CTFS-ForestGEO meteorological station at Khao Chong - raw data,Khao Chong,Air Temperature ,mean,5 min,2010.06.13,2016.08.02,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at Khao Chong,,,,Clearing or natural gap,,,clearing near the plot,,2,Aspirated and shield temperature and relative humidity sensor plus an additional secondary temperature sensor (MetOne Instruments) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/Khao_Chong/ForestGEO_met_station-KCH,"Matteo Detto; Pitoon Kongnoo, ptkongnoo@gmail.com",,"As of 11/22/16, the latest data is from August 2016. We had some problems and we lost few months of data. The station is in need of some maintenance, one of the sensors (RH) was kind of suspicious.",11/22/16
CTFS-ForestGEO meteorological station at Khao Chong - raw data,Khao Chong,Relative humidity ,mean,5 min,2010.06.13,2016.08.02,Y,Raw,No,instrument/ meteorological station,CTFS-ForestGEO meteorological station at Khao Chong,,,,Clearing or natural gap,,,clearing near the plot,,1,Aspirated and shield temperature and relative humidity sensor plus an additional secondary temperature sensor (MetOne Instruments) ,NA,NA,NA,NA,Open access ,https://github.com/forestgeo/Climate/tree/master/Met_Station_Data/Khao_Chong/ForestGEO_met_station-KCH,"Matteo Detto; Pitoon Kongnoo, ptkongnoo@gmail.com",,"As of 11/22/16, the latest data is from August 2016. We had some problems and we lost few months of data. The station is in need of some maintenance, one of the sensors (RH) was kind of suspicious.",11/22/16
[meteorological station],Khao Chong,(multiple),,,2000,2014,,,,instrument/ meteorological station,,,,,,_2,,,,,,NA,NA,NA,NA,Unspecified,,,,"""Daily rainfall and temperature data collect at stations within 2 km of the plot """,7/10/17
TEAM/ CTFS-ForestGEO meteorological station at Korup - raw data,Korup,(multiple),,,,,?,Raw,,instrument/ meteorological station,TEAM/ CTFS-ForestGEO meteorological station at Korup,,,,,,,,,,,NA,NA,NA,NA,Unspecified,,George Chuyong (chuyong99@yahoo.com)/ David Kenfack,,"Team report for 06/2016 states ""Climate station is still faulty""; Matteo Detto reported 11/22/16 that data hae not been uploaded to TEAM site since Aug. 2015. ",11/22/16
Sabrina Russo's locally deployed sensors @ Lambir,Lambir,Throughfall,sum,15 min,2007,2009,N,Raw,No,instrument/ meteorological station,Sabrina Russo's instrumentation,NA,NA,NA,Below top of canopy,0,NA,in plot at various 20x20 quad locations,~ 1 m,1,Rain tipping bucket,NA,NA,NA,NA,Upon request,NA,Sabrina Russo (srusso2@unl.edu),NA,,7/23/17
Sabrina Russo's locally deployed sensors @ Lambir,Lambir,Air Temperature ,mean,15 min,2007,2009,N,Raw,No,instrument/ meteorological station,Sabrina Russo's instrumentation,NA,NA,NA,Below top of canopy,0,NA,in plot at various 20x20 quad locations,~ 1 m,various,Campbell CS215,NA,NA,NA,NA,Upon request,NA,Sabrina Russo (srusso2@unl.edu),NA,,7/23/17
Sabrina Russo's locally deployed sensors @ Lambir,Lambir,Relative humidity ,mean,15 min,2007,2009,N,Raw,No,instrument/ meteorological station,Sabrina Russo's instrumentation,NA,NA,NA,Below top of canopy,0,NA,in plot at various 20x20 quad locations,~ 1 m,various,Campbell CS215,NA,NA,NA,NA,Upon request,NA,Sabrina Russo (srusso2@unl.edu),NA,,7/23/17
Sabrina Russo's locally deployed sensors @ Lambir,Lambir,Soil moisture,mean,15 min,2007,2009,N,Raw,No,instrument/ meteorological station,Sabrina Russo's instrumentation,NA,NA,NA,Below top of canopy,0,NA,in plot at various 20x20 quad locations,0-30 cm depth,various,Campbell CS616,NA,NA,NA,NA,Upon request,NA,Sabrina Russo (srusso2@unl.edu),NA,,7/23/17
Sabrina Russo's locally deployed sensors @ Lambir,Lambir,Radiation: Photosynthetically Active Radiation ,mean,15 min,2007,2009,N,Raw,No,instrument/ meteorological station,Sabrina Russo's instrumentation,NA,NA,NA,Below top of canopy,0,NA,in plot at various 20x20 quad locations,~ 1 m,various,LiCor LI-190,NA,NA,NA,NA,Upon request,NA,Sabrina Russo (srusso2@unl.edu),"Russo S.E., Zhang L. & Tan S. (2012) Covariation between understorey light environments and soil resources in Bornean mixed dipterocarp rain forest. Journal of Tropical Ecology, 28, 33-44.",,7/23/17
Sabrina Russo's locally deployed sensors @ Lambir,Lambir,Radiation: Photosynthetically Active Radiation ,mean,15 min,2007,2009,N,Raw,No,instrument/ meteorological station,Sabrina Russo's instrumentation,NA,NA,NA,Above canopy,0,NA,on above canopy tower [run by Japanese research group],above canopy,1,LiCor LI-190,NA,NA,NA,NA,Upon request,NA,Sabrina Russo (srusso2@unl.edu),"Russo S.E., Zhang L. & Tan S. (2012) Covariation between understorey light environments and soil resources in Bornean mixed dipterocarp rain forest. Journal of Tropical Ecology, 28, 33-44.",,7/23/17
[meteorological station run by Japanense group],Lambir,(multiple),,,,,,,,instrument/ meteorological station,,,,,,,,,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
[meteorological station],Laupahoehoe ,(multiple),,,2009.05.01,2014,,Raw,,instrument/ meteorological station,,,,,Above canopy,0,,Climate station just outside of plot,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
Rainfall Atlass of Hawai'i,Laupahoehoe ,Precipitation,sum,"1 month, 1 year, 30 year",1920,2012,,Modeled/ Interpolated,,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rainfall Atlass of Hawai'i,http://rainfall.geography.hawaii.edu/,250 m,"Better data than CRU/ WorldClim. Values from these sources look off, as HI has a complex topography and very sharp rainfall gradients. ",Open access ,http://rainfall.geography.hawaii.edu/,,,"More accurate than CRU/ WorldClim. Hawai'I has complex topography and very sharp rainfall gradients, and values from those look off.",7/10/17
[meteorological station],Lienhuachih,(multiple),,,1961,1998,,,,instrument/ meteorological station,,,,,,,,"Met station at research station, which is a short steep walk from the plot at the nearby at park headquarters.",,,,NA,NA,NA,NA,Unspecified,,,,"source: Lin et al. 2011, Oecologia",7/10/17
PRISM data for North America CTFS-ForestGEO Sites,Lilly Dickey Woods,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Lilly Dickey Woods,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Lilly Dickey Woods,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Lilly Dickey Woods,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
Bisley Tower daily meteorological data,Luquillo,(multiple),,1 day,1993.02.10,2015.10.24,Y,Raw,No,instrument/ meteorological station,Bisley Study Area Climate Tower I,18.3144,-65.7449,352,Above canopy,,,,25 m,,,NA,NA,NA,NA,Open access ,http://luq.lternet.edu/data/luqmetadata90,,,,1/3/17
PRISM data for North America CTFS-ForestGEO Sites,Michigan Big Woods ,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Michigan Big Woods ,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Michigan Big Woods ,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Michigan Big Woods ,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
Khao Yai National Park weather station,Mo Singto,Precipitation,sum,1 month,1994,2014,,Raw,,instrument/ meteorological station,,,,740,,0.8,,"weather station in Khao Yai National Park, 740 asl, 800 m from east edge of plot",,,,NA,NA,NA,NA,Open access ,"Brockelman W, Nathalang A, Gale G (2011) The Mo Singto forest dynamics plot, Khao Yai National Park, Thailand. Nat. Hist. Bull. Siam Soc., 57, 35_56. ",Warren Brockelman; Anuttara Nathalang,"Brockelman W, Nathalang A, Gale G (2011) The Mo Singto forest dynamics plot, Khao Yai National Park, Thailand. Nat. Hist. Bull. Siam Soc., 57, 35_56. ",record based on data provided to Tak Fung in 2016,11/11/16
Khao Yai National Park weather station,Mo Singto,Air Temperature ,mean,1 month,1994,2014,,Raw,,instrument/ meteorological station,,,,740,,0.8,,"weather station in Khao Yai National Park, 740 asl, 800 m from east edge of plot",,,,NA,NA,NA,NA,Open access ,"Brockelman W, Nathalang A, Gale G (2011) The Mo Singto forest dynamics plot, Khao Yai National Park, Thailand. Nat. Hist. Bull. Siam Soc., 57, 35_56. ",Warren Brockelman; Anuttara Nathalang,"Brockelman W, Nathalang A, Gale G (2011) The Mo Singto forest dynamics plot, Khao Yai National Park, Thailand. Nat. Hist. Bull. Siam Soc., 57, 35_56. ",record based on data provided to Tak Fung in 2016,11/11/16
[meteorological station],Mpala,(multiple),,,1988,2013,,,,instrument/ meteorological station,,,,,,1.5,,"Automated climate station mounted at Mpala Research Centre, 1-2km from plot.",,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
[meteorological station near Mudumalai],Mudumalai,(multiple),,,1988,2007/present,,,,instrument/ meteorological station,,,,,,4,,,,,,NA,NA,NA,NA,Unspecified,,,,source: Suresh et al. 2010 ,7/10/17
[meteorological station in Nanjeshan plot],Nanjenshan,(multiple),,,,,,,,instrument/ meteorological station,,,,,,0,,in the plot,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
[meteorological station],Palamanui,(multiple),,,2009.10.01,2014,,Raw,,instrument/ meteorological station,,,,,,0,,Climate station just outside of plot,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
Rainfall Atlass of Hawai'i,Palamanui,Precipitation,sum,"1 month, 1 year, 30 year",1920,2012,,Modeled/ Interpolated,,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rainfall Atlass of Hawai'i,http://rainfall.geography.hawaii.edu/,250 m,"Better data than CRU/ WorldClim. Values from these sources look off, as HI has a complex topography and very sharp rainfall gradients. ",Open access ,http://rainfall.geography.hawaii.edu/,,,"More accurate than CRU/ WorldClim. Hawai'I has complex topography and very sharp rainfall gradients, and values from those look off.",7/10/17
[meteorological station],Palanan,(multiple),,,1966,1995,,,,instrument/ meteorological station,,,,,,80,,"Philippines meteorological service in Casiguran, about 80 km south of the plot",,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve - raw data,Pasoh,Radiation: Solar (shortwave) radiation ,mean,5 min,2012.07.04,2016.10.26,Y,Raw,,instrument/ meteorological station,TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve,2.968464,102.296595,,Above canopy,,,top of a 52 m tall tower,52,2,,NA,NA,NA,NA,Upon request,http://www.teamnetwork.org/gridsphere/gridsphere?cid=search,Christine Fletcher; Patrick Jansen,,,11/22/16
TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve - raw data,Pasoh,Precipitation,sum,5 min,2012.07.04,2016.10.26,Y,Raw,,instrument/ meteorological station,TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve,2.968464,102.296595,,Above canopy,,,top of a 52 m tall tower,52,1,,NA,NA,NA,NA,Upon request,http://www.teamnetwork.org/gridsphere/gridsphere?cid=search,Christine Fletcher; Patrick Jansen,,,11/22/16
TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve - raw data,Pasoh,Air Temperature ,mean,5 min,2012.07.04,2016.10.26,Y,Raw,,instrument/ meteorological station,TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve,2.968464,102.296595,,Above canopy,,,top of a 52 m tall tower,52,2,,NA,NA,NA,NA,Upon request,http://www.teamnetwork.org/gridsphere/gridsphere?cid=search,Christine Fletcher; Patrick Jansen,,,11/22/16
TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve - raw data,Pasoh,Relative humidity ,mean,5 min,2012.07.04,2016.10.26,Y,Raw,,instrument/ meteorological station,TEAM/ CTFS-ForestGEO meteorological station at Pasoh Forest Reserve,2.968464,102.296595,,Above canopy,,,top of a 52 m tall tower,52,2,,NA,NA,NA,NA,Upon request,http://www.teamnetwork.org/gridsphere/gridsphere?cid=search,Christine Fletcher; Patrick Jansen,,,11/22/16
[meteorological station/eddy covariance tower run by Japanense group],Pasoh,(multiple),,,,,,,,instrument/ meteorological station,,,,,,,,,,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
[meteorological station runs by EarthNetworks?],Rabi,(multiple),,,1985,2013/present,,,,instrument/ meteorological station,EarthNetworks,,,,,,,,,,,NA,NA,NA,NA,Unspecified,,,,"Data from Topography Shell Gabon Rabi.  Memiaghe et al. 2016 (Rabi publication) thanks ""Franck Chatar for providing the Rabi precipitation data"". They cite ""Shell Gabon unpublished data, 1985 to 2015"" for weather data.",7/10/17
Sherman meteorological station- STRI Physical Monitoring Program,San Lorenzo/ Sherman,Air Temperature ,mean,15 min,1997.04.24,present,Y,Raw,No,instrument/ meteorological station,Fort Sherman Canopy Access Crane,9.281031,-79.974518,,Above canopy,0,within range,Crane located 11 km SW from Colon in the plot,gauge located on top of crane boom,,Campbell Sci. CS215 electronic temperature/humidity sensors after 2010; Viasala HMP 35/45 sensors prior to 2010,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/sherman,Steve Paton (Smithsonain Tropical Research Institute),,,12/2/16
Sherman meteorological station- STRI Physical Monitoring Program,San Lorenzo/ Sherman,Air Temperature ,maximum,15 min,1997.04.24,present,Y,Raw,No,instrument/ meteorological station,Fort Sherman Canopy Access Crane,9.281031,-79.974518,,Above canopy,0,within range,Crane located 11 km SW from Colon in the plot,gauge located on top of crane boom,,Campbell Sci. CS215 electronic temperature/humidity sensors after 2010; Viasala HMP 35/45 sensors prior to 2010,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/sherman,Steve Paton (Smithsonain Tropical Research Institute),,,12/5/16
Sherman meteorological station- STRI Physical Monitoring Program,San Lorenzo/ Sherman,Air Temperature ,minimum,15 min,1997.04.24,present,Y,Raw,No,instrument/ meteorological station,Fort Sherman Canopy Access Crane,9.281031,-79.974518,,Above canopy,0,within range,Crane located 11 km SW from Colon in the plot,gauge located on top of crane boom,,Campbell Sci. CS215 electronic temperature/humidity sensors after 2010; Viasala HMP 35/45 sensors prior to 2010,NA,NA,NA,NA,Open access ,http://biogeodb.stri.si.edu/physical_monitoring/research/sherman,Steve Paton (Smithsonain Tropical Research Institute),,,12/6/16
