STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,year,flag,flagdp
USC00443229,"FRONT ROYAL, VA US",9/9/2015,,,0,0,0,90,69,71,2015,,
USC00443229,"FRONT ROYAL, VA US",10/9/2015,,,0.05,,,89,69,69,2015,,
USC00443229,"FRONT ROYAL, VA US",11/9/2015,,,0.38,,,71,51,59,2015,,
USC00443229,"FRONT ROYAL, VA US",12/9/2015,,,0,0,0,83,51,66,2015,,
USC00443229,"FRONT ROYAL, VA US",13/09/2015,,,0.75,,,70,58,59,2015,,
USC00443229,"FRONT ROYAL, VA US",14/09/2015,,,0,,,67,53,53,2015,,
USC00443229,"FRONT ROYAL, VA US",15/09/2015,,,0,,,77,49,50,2015,,
USC00443229,"FRONT ROYAL, VA US",16/09/2015,,,0,,,80,50,54,2015,,
USC00443229,"FRONT ROYAL, VA US",17/09/2015,,,0,0,0,82,54,57,2015,,
USC00443229,"FRONT ROYAL, VA US",18/09/2015,,,0,,,81,55,58,2015,,
USC00443229,"FRONT ROYAL, VA US",19/09/2015,,,0,,,82,56,60,2015,,
USC00443229,"FRONT ROYAL, VA US",20/09/2015,,,0,,,84,60,63,2015,,
USC00443229,"FRONT ROYAL, VA US",21/09/2015,,,0,,,75,54,54,2015,,
USC00443229,"FRONT ROYAL, VA US",22/09/2015,,,0.46,,,57,54,56,2015,,
USC00443229,"FRONT ROYAL, VA US",23/09/2015,,,0,,,68,51,51,2015,,
USC00443229,"FRONT ROYAL, VA US",24/09/2015,,,0,,,73,50,50,2015,,
USC00443229,"FRONT ROYAL, VA US",25/09/2015,,,0,,,75,45,55,2015,,
USC00443229,"FRONT ROYAL, VA US",26/09/2015,,,0,,,67,45,58,2015,,
USC00443229,"FRONT ROYAL, VA US",27/09/2015,,,0.02,,,67,56,56,2015,,
USC00443229,"FRONT ROYAL, VA US",28/09/2015,,,0.15,,,62,55,62,2015,,
USC00443229,"FRONT ROYAL, VA US",29/09/2015,,,0.08,,,76,62,69,2015,,
USC00443229,"FRONT ROYAL, VA US",30/09/2015,,,2.7,,,76,62,68,2015,,
USC00443229,"FRONT ROYAL, VA US",1/10/2015,,,0.28,,,69,53,53,2015,,
USC00443229,"FRONT ROYAL, VA US",2/10/2015,,,0.57,,,69,51,51,2015,,
USC00443229,"FRONT ROYAL, VA US",3/10/2015,,,1.73,,,51,44,44,2015,,
USC00443229,"FRONT ROYAL, VA US",4/10/2015,,,1.4,,,50,44,48,2015,,
USC00443229,"FRONT ROYAL, VA US",5/10/2015,,,0.17,,,52,47,47,2015,,
USC00443229,"FRONT ROYAL, VA US",6/10/2015,,,0,,,64,44,44,2015,,
USC00443229,"FRONT ROYAL, VA US",7/10/2015,,,0,,,72,41,53,2015,,
USC00443229,"FRONT ROYAL, VA US",8/10/2015,,,0,,,76,53,55,2015,,
USC00443229,"FRONT ROYAL, VA US",9/10/2015,,,0,,,75,54,66,2015,,
USC00443229,"FRONT ROYAL, VA US",10/10/2015,,,0.02,,,79,53,54,2015,,
USC00443229,"FRONT ROYAL, VA US",11/10/2015,,,0,,,79,40,43,2015,,
USC00443229,"FRONT ROYAL, VA US",12/10/2015,,,0,,,71,40,47,2015,,
USC00443229,"FRONT ROYAL, VA US",13/10/2015,,,0,,,74,46,62,2015,,
USC00443229,"FRONT ROYAL, VA US",14/10/2015,,,0,,,77,54,59,2015,,
USC00443229,"FRONT ROYAL, VA US",15/10/2015,,,0,0,0,68,45,45,2015,,
USC00443229,"FRONT ROYAL, VA US",16/10/2015,,,0,,,68,43,52,2015,,
USC00443229,"FRONT ROYAL, VA US",17/10/2015,,,0,,,65,39,39,2015,,
USC00443229,"FRONT ROYAL, VA US",18/10/2015,,,0,,,55,36,39,2015,,
USC00443229,"FRONT ROYAL, VA US",19/10/2015,,,0,,,51,29,30,2015,,
USC00443229,"FRONT ROYAL, VA US",20/10/2015,,,0,,,58,28,40,2015,,
USC00443229,"FRONT ROYAL, VA US",21/10/2015,,,0,,,73,39,43,2015,,
USC00443229,"FRONT ROYAL, VA US",22/10/2015,,,0,,,75,41,47,2015,,
USC00443229,"FRONT ROYAL, VA US",23/10/2015,,,0,,,79,45,57,2015,,
USC00443229,"FRONT ROYAL, VA US",24/10/2015,,,0,,,66,51,51,2015,,
USC00443229,"FRONT ROYAL, VA US",25/10/2015,,,0.03,,,62,50,54,2015,,
USC00443229,"FRONT ROYAL, VA US",26/10/2015,,,0,,,66,40,41,2015,,
USC00443229,"FRONT ROYAL, VA US",27/10/2015,,,0,,,58,37,39,2015,,
USC00443229,"FRONT ROYAL, VA US",28/10/2015,,,0.71,,,58,37,52,2015,,
USC00443229,"FRONT ROYAL, VA US",29/10/2015,,,1.39,,,68,37,62,2015,,
USC00443229,"FRONT ROYAL, VA US",30/10/2015,,,0,,,66,44,44,2015,,
USC00443229,"FRONT ROYAL, VA US",31/10/2015,,,0,,,66,36,36,2015,,
USC00443229,"FRONT ROYAL, VA US",1/11/2015,,,0,,,66,34,50,2015,,
USC00443229,"FRONT ROYAL, VA US",2/11/2015,,,0.01,,,68,35,50,2015,,
USC00443229,"FRONT ROYAL, VA US",3/11/2015,,,0,,,62,41,41,2015,,
USC00443229,"FRONT ROYAL, VA US",4/11/2015,,,0,,,72,40,46,2015,,
USC00443229,"FRONT ROYAL, VA US",5/11/2015,,,0,,,74,46,55,2015,,
USC00443229,"FRONT ROYAL, VA US",6/11/2015,,,0,,,78,46,60,2015,,
USC00443229,"FRONT ROYAL, VA US",7/11/2015,,,0,,,81,58,64,2015,,
USC00443229,"FRONT ROYAL, VA US",8/11/2015,,,0,0,0,65,43,43,2015,,
USC00443229,"FRONT ROYAL, VA US",9/11/2015,,,0,,,55,31,31,2015,,
USC00443229,"FRONT ROYAL, VA US",10/11/2015,,,0.81,,,50,31,43,2015,,
USC00443229,"FRONT ROYAL, VA US",11/11/2015,,,0.35,,,52,42,50,2015,,
USC00443229,"FRONT ROYAL, VA US",12/11/2015,,,0,,,61,41,47,2015,,
USC00443229,"FRONT ROYAL, VA US",13/11/2015,,,0.18,0,0,71,38,52,2015,,
USC00443229,"FRONT ROYAL, VA US",14/11/2015,,,0,,,57,42,43,2015,,
USC00443229,"FRONT ROYAL, VA US",15/11/2015,,,0,,,52,34,36,2015,,
USC00443229,"FRONT ROYAL, VA US",16/11/2015,,,0,,,65,36,39,2015,,
USC00443229,"FRONT ROYAL, VA US",17/11/2015,,,0,,,65,38,42,2015,,
USC00443229,"FRONT ROYAL, VA US",18/11/2015,,,0,,,59,41,50,2015,,
USC00443229,"FRONT ROYAL, VA US",19/11/2015,,,0.8,,,60,50,57,2015,,
USC00443229,"FRONT ROYAL, VA US",20/11/2015,,,0.03,,,65,42,43,2015,,
USC00443229,"FRONT ROYAL, VA US",21/11/2015,,,0,,,53,29,31,2015,,
USC00443229,"FRONT ROYAL, VA US",22/11/2015,,,0,,,51,28,41,2015,,
USC00443229,"FRONT ROYAL, VA US",23/11/2015,,,0,,,45,26,27,2015,,
USC00443229,"FRONT ROYAL, VA US",24/11/2015,,,0,,,40,27,37,2015,,
USC00443229,"FRONT ROYAL, VA US",25/11/2015,,,0,,,52,27,31,2015,,
USC00443229,"FRONT ROYAL, VA US",26/11/2015,,,0,,,53,28,39,2015,,
USC00443229,"FRONT ROYAL, VA US",27/11/2015,,,0,,,61,36,43,2015,,
USC00443229,"FRONT ROYAL, VA US",28/11/2015,,,0,,,67,41,54,2015,,
USC00443229,"FRONT ROYAL, VA US",30/11/2015,,,0.24,,,47,37,37,2015,,
USC00443229,"FRONT ROYAL, VA US",1/12/2015,,,0.44,,,37,34,35,2015,,
USC00443229,"FRONT ROYAL, VA US",2/12/2015,,,0.62,,,43,35,41,2015,,
USC00443229,"FRONT ROYAL, VA US",3/12/2015,,,0.15,,,51,38,38,2015,,
USC00443229,"FRONT ROYAL, VA US",4/12/2015,,,0,,,45,32,32,2015,,
USC00443229,"FRONT ROYAL, VA US",5/12/2015,,,0,,,49,28,28,2015,,
USC00443229,"FRONT ROYAL, VA US",6/12/2015,,,0,,,51,28,30,2015,,
USC00443229,"FRONT ROYAL, VA US",7/12/2015,,,0,,,54,26,31,2015,,
USC00443229,"FRONT ROYAL, VA US",8/12/2015,,,0,,,55,31,40,2015,,
USC00443229,"FRONT ROYAL, VA US",9/12/2015,,,0,,,54,16,33,2015,,
USC00443229,"FRONT ROYAL, VA US",10/12/2015,,,0.03,,,48,20,40,2015,,
USC00443229,"FRONT ROYAL, VA US",11/12/2015,,,0,,,60,36,45,2015,,
USC00443229,"FRONT ROYAL, VA US",12/12/2015,,,0,,,65,44,52,2015,,
USC00443229,"FRONT ROYAL, VA US",13/12/2015,,,0,,,74,45,54,2015,,
USC00443229,"FRONT ROYAL, VA US",14/12/2015,,,0,,,70,52,56,2015,,
USC00443229,"FRONT ROYAL, VA US",15/12/2015,,,0,,,68,56,58,2015,,
USC00443229,"FRONT ROYAL, VA US",16/12/2015,,,0,,,59,40,40,2015,,
USC00443229,"FRONT ROYAL, VA US",17/12/2015,,,0.01,,,51,40,46,2015,,
USC00443229,"FRONT ROYAL, VA US",18/12/2015,,,0.54,,,51,38,38,2015,,
USC00443229,"FRONT ROYAL, VA US",19/12/2015,,,0,,,43,29,29,2015,,
USC00443229,"FRONT ROYAL, VA US",20/12/2015,,,0,,,41,28,32,2015,,
USC00443229,"FRONT ROYAL, VA US",21/12/2015,,,0,,,46,26,37,2015,,
USC00443229,"FRONT ROYAL, VA US",22/12/2015,,,0.04,,,58,36,56,2015,,
USC00443229,"FRONT ROYAL, VA US",23/12/2015,,,0.02,,,60,48,54,2015,,
USC00443229,"FRONT ROYAL, VA US",24/12/2015,,,0.19,,,70,48,63,2015,,
USC00443229,"FRONT ROYAL, VA US",25/12/2015,,,0.05,,,71,57,59,2015,,
USC00443229,"FRONT ROYAL, VA US",26/12/2015,,,0.96,,,61,52,57,2015,,
USC00443229,"FRONT ROYAL, VA US",27/12/2015,,,0.13,,,57,45,50,2015,,
USC00443229,"FRONT ROYAL, VA US",28/12/2015,,,0.12,,,74,42,42,2015,,
USC00443229,"FRONT ROYAL, VA US",29/12/2015,,,0.61,,,42,36,37,2015,,
USC00443229,"FRONT ROYAL, VA US",30/12/2015,,,0,,,55,37,40,2015,,
USC00443229,"FRONT ROYAL, VA US",31/12/2015,,,0.09,,,49,40,43,2015,,
USC00443229,"FRONT ROYAL, VA US",1/1/2016,,,0,,,55,37,38,2016,,
USC00443229,"FRONT ROYAL, VA US",2/1/2016,,,0,0,0,42,31,33,2016,,
USC00443229,"FRONT ROYAL, VA US",3/1/2016,,,0,,,47,29,34,2016,,
USC00443229,"FRONT ROYAL, VA US",4/1/2016,,,0,0,0,52,32,32,2016,,
USC00443229,"FRONT ROYAL, VA US",5/1/2016,,,0,,,35,12,12,2016,,
USC00443229,"FRONT ROYAL, VA US",6/1/2016,,,0,,,29,11,17,2016,,
USC00443229,"FRONT ROYAL, VA US",7/1/2016,,,0,0,0,40,13,23,2016,,
USC00443229,"FRONT ROYAL, VA US",8/1/2016,,,0,,,46,19,28,2016,,
USC00443229,"FRONT ROYAL, VA US",9/1/2016,,,0.02,,,36,28,35,2016,,
USC00443229,"FRONT ROYAL, VA US",10/1/2016,,,1.05,,,47,34,44,2016,,
USC00443229,"FRONT ROYAL, VA US",11/1/2016,,,0,,,57,25,25,2016,,
USC00443229,"FRONT ROYAL, VA US",12/1/2016,,,0,,,37,24,26,2016,,
USC00443229,"FRONT ROYAL, VA US",13/01/2016,,,0.03,,,42,16,17,2016,,
USC00443229,"FRONT ROYAL, VA US",14/01/2016,,,0,,,30,15,24,2016,,
USC00443229,"FRONT ROYAL, VA US",15/01/2016,,,0,,,53,23,37,2016,,
USC00443229,"FRONT ROYAL, VA US",16/01/2016,,,0.28,,,51,32,40,2016,,
USC00443229,"FRONT ROYAL, VA US",17/01/2016,,,0,,,51,34,34,2016,,
USC00443229,"FRONT ROYAL, VA US",18/01/2016,,,0.04,,,34,14,14,2016,,
USC00443229,"FRONT ROYAL, VA US",19/01/2016,,,0,,,19,10,10,2016,,
USC00443229,"FRONT ROYAL, VA US",20/01/2016,,,0,,,22,9,11,2016,,
USC00443229,"FRONT ROYAL, VA US",21/01/2016,,,0,,,26,9,19,2016,,
USC00443229,"FRONT ROYAL, VA US",22/01/2016,,,0,,,29,14,16,2016,,
USC00443229,"FRONT ROYAL, VA US",23/01/2016,,,1.35,13.5,13,29,14,18,2016,,
USC00443229,"FRONT ROYAL, VA US",24/01/2016,,,1.7,17,30,34,18,18,2016,,
USC00443229,"FRONT ROYAL, VA US",25/01/2016,,,0,,26,41,8,15,2016,,
USC00443229,"FRONT ROYAL, VA US",26/01/2016,,,0,,22,41,15,34,2016,,
USC00443229,"FRONT ROYAL, VA US",27/01/2016,,,0,,16,58,15,35,2016,,
USC00443229,"FRONT ROYAL, VA US",28/01/2016,,,0,,9,40,18,18,2016,,
USC00443229,"FRONT ROYAL, VA US",29/01/2016,,,0,,5,42,17,39,2016,,
USC00443229,"FRONT ROYAL, VA US",30/01/2016,,,0.01,0,0,42,17,21,2016,,
USC00443229,"FRONT ROYAL, VA US",31/01/2016,,,0,,,49,21,44,2016,,
USC00443229,"FRONT ROYAL, VA US",1/2/2016,,,0,,,64,43,46,2016,,
USC00443229,"FRONT ROYAL, VA US",2/2/2016,,,0.15,,,54,31,33,2016,,
USC00443229,"FRONT ROYAL, VA US",3/2/2016,,,0,,,46,31,43,2016,,
USC00443229,"FRONT ROYAL, VA US",4/2/2016,,,0.62,,,56,40,46,2016,,
USC00443229,"FRONT ROYAL, VA US",5/2/2016,,,0,,,48,34,34,2016,,
USC00443229,"FRONT ROYAL, VA US",6/2/2016,,,0,,,40,18,27,2016,,
USC00443229,"FRONT ROYAL, VA US",8/2/2016,,,0,,,43,24,24,2016,,
USC00443229,"FRONT ROYAL, VA US",9/2/2016,,,0.04,,,45,24,34,2016,,
USC00443229,"FRONT ROYAL, VA US",10/2/2016,,,0.07,,,39,26,26,2016,,
USC00443229,"FRONT ROYAL, VA US",11/2/2016,,,0,,,34,16,16,2016,,
USC00443229,"FRONT ROYAL, VA US",12/2/2016,,,0,,,25,13,15,2016,,
USC00443229,"FRONT ROYAL, VA US",13/02/2016,,,0.25,0.2,,30,15,16,2016,,
USC00443229,"FRONT ROYAL, VA US",14/02/2016,,,0,,,18,8,9,2016,,
USC00443229,"FRONT ROYAL, VA US",15/02/2016,,,0.03,0.2,,24,8,18,2016,,
USC00443229,"FRONT ROYAL, VA US",17/02/2016,,,0.89,,,48,29,30,2016,,
USC00443229,"FRONT ROYAL, VA US",18/02/2016,,,0,,,47,28,31,2016,,
USC00443229,"FRONT ROYAL, VA US",19/02/2016,,,0,,,41,20,24,2016,,
USC00443229,"FRONT ROYAL, VA US",20/02/2016,,,0,,,45,23,39,2016,,
USC00443229,"FRONT ROYAL, VA US",21/02/2016,,,0,,,68,39,50,2016,,
USC00443229,"FRONT ROYAL, VA US",22/02/2016,,,0.17,,,58,35,37,2016,,
USC00443229,"FRONT ROYAL, VA US",23/02/2016,,,0.11,,,50,34,38,2016,,
USC00443229,"FRONT ROYAL, VA US",24/02/2016,,,0.27,0,0,38,35,35,2016,,
USC00443229,"FRONT ROYAL, VA US",26/02/2016,,,0,,,44,34,34,2016,,
USC00443229,"FRONT ROYAL, VA US",27/02/2016,,,0,,,36,27,28,2016,,
USC00443229,"FRONT ROYAL, VA US",29/02/2016,,,0,,,69,38,54,2016,,
USC00443229,"FRONT ROYAL, VA US",1/3/2016,,,0,0,0,60,36,41,2016,,
USC00443229,"FRONT ROYAL, VA US",2/3/2016,,,0,0,0,68,36,39,2016,,
USC00443229,"FRONT ROYAL, VA US",3/3/2016,,,0,0,0,39,24,24,2016,,
USC00443229,"FRONT ROYAL, VA US",4/3/2016,,,0.2,0.2,0,40,22,24,2016,,
USC00443229,"FRONT ROYAL, VA US",5/3/2016,,,0.04,0,0,37,24,32,2016,,
USC00443229,"FRONT ROYAL, VA US",6/3/2016,,,0,0,0,42,31,32,2016,,
USC00443229,"FRONT ROYAL, VA US",7/3/2016,,,0,0,0,49,32,35,2016,,
USC00443229,"FRONT ROYAL, VA US",8/3/2016,,,0,0,0,62,34,50,2016,,
USC00443229,"FRONT ROYAL, VA US",9/3/2016,,,0,0,0,77,49,52,2016,,
USC00443229,"FRONT ROYAL, VA US",10/3/2016,,,0,0,0,83,50,66,2016,,
USC00443229,"FRONT ROYAL, VA US",11/3/2016,,,0,0,0,81,55,55,2016,,
USC00443229,"FRONT ROYAL, VA US",12/3/2016,,,0,0,0,71,48,54,2016,,
USC00443229,"FRONT ROYAL, VA US",13/03/2016,,,0,0,0,63,53,55,2016,,
USC00443229,"FRONT ROYAL, VA US",14/03/2016,,,0.61,0,0,56,44,44,2016,,
USC00443229,"FRONT ROYAL, VA US",15/03/2016,,,0.2,0,0,48,44,44,2016,RP,
USC00443229,"FRONT ROYAL, VA US",16/03/2016,,,0,0,0,64,44,44,2016,RP,
USC00443229,"FRONT ROYAL, VA US",17/03/2016,,,0,0,0,74,43,48,2016,RP,
USC00443229,"FRONT ROYAL, VA US",18/03/2016,,,0,0,0,66,39,49,2016,RP,
USC00443229,"FRONT ROYAL, VA US",19/03/2016,,,0,0,0,66,20,43,2016,RP,
USC00443229,"FRONT ROYAL, VA US",20/03/2016,,,0.45,0,0,43,32,33,2016,RP,
USC00443229,"FRONT ROYAL, VA US",21/03/2016,,,0,0,0,41,33,36,2016,RP,
USC00443229,"FRONT ROYAL, VA US",22/03/2016,,,0,0,0,50,32,33,2016,RP,
USC00443229,"FRONT ROYAL, VA US",23/03/2016,,,0,0,0,63,33,55,2016,RP,
USC00443229,"FRONT ROYAL, VA US",24/03/2016,,,0,0,0,77,51,52,2016,RP,
USC00443229,"FRONT ROYAL, VA US",25/03/2016,,,0,0,0,77,49,66,2016,RP,
USC00443229,"FRONT ROYAL, VA US",26/03/2016,,,0,0,0,69,39,39,2016,RP,
USC00443229,"FRONT ROYAL, VA US",27/03/2016,,,0,0,0,61,37,48,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",28/03/2016,,,0.25,0,0,58,48,51,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",29/03/2016,,,0,0,0,66,46,47,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",30/03/2016,,,0.08,0,0,61,35,36,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",31/03/2016,,,0,0,0,66,33,57,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",1/4/2016,,,0,0,0,71,54,66,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",2/4/2016,,,0.02,0,0,82,50,50,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",3/4/2016,,,0.09,0,0,63,30,30,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",4/4/2016,,,0,0,0,59,30,59,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",5/4/2016,,,0.01,0,0,72,30,30,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",6/4/2016,,,0,0,0,48,28,30,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",7/4/2016,,,0,0,0,56,29,51,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",8/4/2016,,,0.25,0,0,60,40,40,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",9/4/2016,,,0.01,0,0,53,39,41,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",10/4/2016,,,0,0,0,44,27,27,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",11/4/2016,,,0.02,0,0,55,26,45,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",12/4/2016,,,0.02,0,0,76,45,65,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",13/04/2016,,,0,0,0,65,33,34,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",14/04/2016,,,0,0,0,59,33,36,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",15/04/2016,,,0,0,0,64,36,42,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",16/04/2016,,,0,0,0,64,40,40,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",17/04/2016,,,0,0,0,72,39,45,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",18/04/2016,,,0,0,0,76,42,54,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",19/04/2016,,,0,0,0,88,51,62,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",20/04/2016,,,0,0,0,81,47,48,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",21/04/2016,,,0,0,0,70,43,52,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",22/04/2016,,,0,0,0,74,51,69,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",23/04/2016,,,0.32,0,0,71,57,57,2016,RP,DP
USC00443229,"FRONT ROYAL, VA US",24/04/2016,,,0.74,0,0,67,42,42,2016,,DP
USC00443229,"FRONT ROYAL, VA US",25/04/2016,,,0,0,0,71,40,50,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",26/04/2016,,,0,0,0,80,48,68,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",27/04/2016,,,,0,0,,,,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",28/04/2016,,,,0,0,,,,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",29/04/2016,,,0.66,0,0,63,46,46,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",30/04/2016,,,0,0,0,56,46,46,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",1/5/2016,,,0.3,0,0,57,46,53,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",2/5/2016,,,0.32,0,0,64,52,57,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",3/5/2016,,,0.3,0,0,80,57,60,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",4/5/2016,,,0.29,0,0,72,53,54,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",5/5/2016,,,0.67,0,0,63,51,51,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",6/5/2016,,,0.38,0,0,55,50,51,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",7/5/2016,,,0.75,0,0,55,50,50,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",8/5/2016,,,0.09,0,0,69,50,56,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",9/5/2016,,,0,0,0,72,48,51,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",10/5/2016,,,0.26,0,0,66,51,56,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",11/5/2016,,,0.18,0,0,65,56,58,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",12/5/2016,,,0.1,0,0,62,56,58,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",13/05/2016,,,0,0,0,68,58,63,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",14/05/2016,,,0.12,0,0,77,50,51,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",15/05/2016,,,0.32,0,0,72,46,48,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",16/05/2016,,,0,0,0,58,42,44,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",17/05/2016,,,0.01,0,0,67,42,51,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",18/05/2016,,,0.31,0,0,55,50,51,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",19/05/2016,,,,0,0,,,,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",20/05/2016,,,,0,0,,,,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",21/05/2016,,,0.48,0,0,73,46,53,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",22/05/2016,,,0.4,0,0,55,52,53,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",23/05/2016,,,0.92,0,0,56,52,54,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",24/05/2016,,,0.04,0,0,75,54,55,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",25/05/2016,,,0,0,0,81,55,55,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",26/05/2016,,,0,0,0,87,55,62,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",27/05/2016,,,0,0,0,98,52,52,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",28/05/2016,,,0.02,0,0,88,52,68,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",29/05/2016,,,0,0,0,81,64,64,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",30/05/2016,,,0.02,0,0,81,61,61,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",31/05/2016,,,0.06,0,0,82,61,63,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",1/6/2016,,,0,0,0,87,57,57,2016,DP,DP
USC00443229,"FRONT ROYAL, VA US",2/6/2016,,,0,0,0,86,57,64,2016,,DP
USC00443229,"FRONT ROYAL, VA US",3/6/2016,,,0.03,0,0,81,61,66,2016,,
USC00443229,"FRONT ROYAL, VA US",4/6/2016,,,0,0,0,83,65,65,2016,,
USC00443229,"FRONT ROYAL, VA US",5/6/2016,,,0.13,0,0,83,65,67,2016,,
USC00443229,"FRONT ROYAL, VA US",6/6/2016,,,0.05,0,0,84,66,67,2016,,
USC00443229,"FRONT ROYAL, VA US",7/6/2016,,,0,0,0,85,65,65,2016,,
USC00443229,"FRONT ROYAL, VA US",8/6/2016,,,0,0,0,81,57,58,2016,,
USC00443229,"FRONT ROYAL, VA US",9/6/2016,,,0,0,0,71,51,51,2016,,
USC00443229,"FRONT ROYAL, VA US",10/6/2016,,,0,0,0,80,51,63,2016,,
USC00443229,"FRONT ROYAL, VA US",11/6/2016,,,0,0,0,81,58,62,2016,,
USC00443229,"FRONT ROYAL, VA US",12/6/2016,,,0,0,0,94,62,81,2016,,
USC00443229,"FRONT ROYAL, VA US",13/06/2016,,,0,0,0,88,58,58,2016,,
USC00443229,"FRONT ROYAL, VA US",14/06/2016,,,0,0,0,82,57,63,2016,,
USC00443229,"FRONT ROYAL, VA US",15/06/2016,,,0,0,0,79,61,64,2016,,
USC00443229,"FRONT ROYAL, VA US",16/06/2016,,,0,0,0,80,64,68,2016,,
USC00443229,"FRONT ROYAL, VA US",17/06/2016,,,1.86,0,0,88,66,66,2016,,
USC00443229,"FRONT ROYAL, VA US",18/06/2016,,,0,0,0,78,57,59,2016,,
USC00443229,"FRONT ROYAL, VA US",19/06/2016,,,0,0,0,82,56,59,2016,,
USC00443229,"FRONT ROYAL, VA US",20/06/2016,,,0,0,0,85,56,63,2016,,
USC00443229,"FRONT ROYAL, VA US",21/06/2016,,,0,0,0,88,63,77,2016,,
USC00443229,"FRONT ROYAL, VA US",22/06/2016,,,0.65,0,0,83,71,73,2016,,
USC00443229,"FRONT ROYAL, VA US",23/06/2016,,,0.41,0,0,82,66,67,2016,,
USC00443229,"FRONT ROYAL, VA US",24/06/2016,,,0.46,0,0,75,64,64,2016,,
USC00443229,"FRONT ROYAL, VA US",25/06/2016,,,0.01,0,0,82,64,67,2016,,
USC00443229,"FRONT ROYAL, VA US",26/06/2016,,,0,0,0,81,62,65,2016,,
USC00443229,"FRONT ROYAL, VA US",27/06/2016,,,0,0,0,83,64,64,2016,,
USC00443229,"FRONT ROYAL, VA US",28/06/2016,,,0.17,0,0,81,64,68,2016,,
USC00443229,"FRONT ROYAL, VA US",29/06/2016,,,0.04,0,0,88,61,62,2016,,
USC00443229,"FRONT ROYAL, VA US",30/06/2016,,,0,0,0,79,56,56,2016,,
USC00443229,"FRONT ROYAL, VA US",1/7/2016,,,,0,0,,,,2016,,
