"sites.sitename","Date","climvar.val","climvar.class","month"
"Barro Colorado Island",2012-02-01,3.175,"pre",2
"Barro Colorado Island",2012-03-01,20.13,"pre",3
"Barro Colorado Island",2012-04-01,175.452,"pre",4
"Barro Colorado Island",2012-05-01,263.652,"pre",5
"Barro Colorado Island",2012-06-01,277.319,"pre",6
"Barro Colorado Island",2012-07-01,360.219,"pre",7
"Barro Colorado Island",2012-08-01,153.923,"pre",8
"Barro Colorado Island",2012-09-01,160.21,"pre",9
"Barro Colorado Island",2012-10-01,298.019,"pre",10
"Barro Colorado Island",2012-11-01,812.66,"pre",11
"Barro Colorado Island",2012-12-01,460.122,"pre",12
"Barro Colorado Island",2013-01-01,6.096,"pre",1
"Barro Colorado Island",2013-02-01,58.293,"pre",2
"Barro Colorado Island",2013-03-01,49.848,"pre",3
"Barro Colorado Island",2013-04-01,64.008,"pre",4
"Barro Colorado Island",2013-05-01,196.048,"pre",5
"Barro Colorado Island",2013-06-01,191.334,"pre",6
"Barro Colorado Island",2013-07-01,411.846,"pre",7
"Barro Colorado Island",2013-08-01,271.03,"pre",8
"Barro Colorado Island",2013-09-01,241.846,"pre",9
"Barro Colorado Island",2013-10-01,214.602,"pre",10
"Barro Colorado Island",2013-11-01,204.561,"pre",11
"Barro Colorado Island",2013-12-01,148.844,"pre",12
"Barro Colorado Island",2014-01-01,20.574,"pre",1
"Barro Colorado Island",2014-02-01,12.066,"pre",2
"Barro Colorado Island",2014-03-01,19.356,"pre",3
"Barro Colorado Island",2014-04-01,46.482,"pre",4
"Barro Colorado Island",2014-05-01,277.685,"pre",5
"Barro Colorado Island",2014-06-01,277.877,"pre",6
"Barro Colorado Island",2014-07-01,166.182,"pre",7
"Barro Colorado Island",2014-08-01,315.406,"pre",8
"Barro Colorado Island",2014-09-01,171.641,"pre",9
"Barro Colorado Island",2014-10-01,196.279,"pre",10
"Barro Colorado Island",2014-11-01,373.127,"pre",11
"Barro Colorado Island",2014-12-01,326.516,"pre",12
"Barro Colorado Island",2015-01-01,43.629,"pre",1
"Barro Colorado Island",2015-02-01,43.95,"pre",2
"Barro Colorado Island",2015-03-01,18.479,"pre",3
"Barro Colorado Island",2015-04-01,71.312,"pre",4
"Barro Colorado Island",2015-05-01,233.238,"pre",5
"Barro Colorado Island",2015-06-01,107.314,"pre",6
"Barro Colorado Island",2015-07-01,97.409,"pre",7
"Barro Colorado Island",2015-08-01,198.374,"pre",8
"Barro Colorado Island",2015-09-01,269.875,"pre",9
"Barro Colorado Island",2015-10-01,406.909,"pre",10
"Barro Colorado Island",2015-11-01,207.516,"pre",11
"Barro Colorado Island",2015-12-01,112.078,"pre",12
"Barro Colorado Island",2016-01-01,20.828,"pre",1
"Barro Colorado Island",2016-02-01,29.21,"pre",2
"Barro Colorado Island",2016-03-01,5.271,"pre",3
"Barro Colorado Island",2016-04-01,94.361,"pre",4
"Barro Colorado Island",2016-05-01,165.164,"pre",5
"Barro Colorado Island",2016-06-01,326.454,"pre",6
"Barro Colorado Island",2016-07-01,486.758,"pre",7
"Barro Colorado Island",2016-08-01,143.29,"pre",8
"Barro Colorado Island",2016-09-01,255.398,"pre",9
"Barro Colorado Island",2016-10-01,442.913,"pre",10
"Barro Colorado Island",2016-11-01,835.914,"pre",11
"Barro Colorado Island",2016-12-01,145.414,"pre",12
"Barro Colorado Island",2017-01-01,11.114,"pre",1
"Barro Colorado Island",2017-02-01,8.636,"pre",2
"Barro Colorado Island",2017-03-01,50.609,"pre",3
"Barro Colorado Island",2017-04-01,60.389,"pre",4
"Barro Colorado Island",2017-05-01,311.658,"pre",5
"Barro Colorado Island",2017-06-01,256.667,"pre",6
"Barro Colorado Island",2017-07-01,227.9,"pre",7
"Barro Colorado Island",2017-08-01,242.827,"pre",8
"Barro Colorado Island",2017-09-01,178.908,"pre",9
"Barro Colorado Island",2017-10-01,164.69,"pre",10
"Barro Colorado Island",2017-11-01,437.895,"pre",11
"Barro Colorado Island",2017-12-01,280.762,"pre",12
"Barro Colorado Island",2018-01-01,295.757,"pre",1
"Barro Colorado Island",2018-02-01,6.668,"pre",2
"Barro Colorado Island",2018-03-01,124.841,"pre",3
"Barro Colorado Island",2018-04-01,34.925,"pre",4
"Barro Colorado Island",2018-05-01,447.046,"pre",5
"Barro Colorado Island",2018-06-01,503.248,"pre",6
"Barro Colorado Island",2018-07-01,385.621,"pre",7
"Barro Colorado Island",2018-08-01,278.13,"pre",8
"Barro Colorado Island",2018-09-01,260.722,"pre",9
"Barro Colorado Island",2018-10-01,436.253,"pre",10
"Barro Colorado Island",2018-11-01,261.872,"pre",11
"Barro Colorado Island",2018-12-01,19.812,"pre",12
"Barro Colorado Island",2019-01-01,12.446,"pre",1
"Barro Colorado Island",2019-02-01,39.116,"pre",2
"Barro Colorado Island",2019-03-01,0,"pre",3
"Barro Colorado Island",2019-04-01,101.6,"pre",4
"Barro Colorado Island",2019-05-01,264.414,"pre",5
"Barro Colorado Island",2019-06-01,229.235,"pre",6
"Barro Colorado Island",2019-07-01,252.603,"pre",7
"Barro Colorado Island",2019-08-01,309.5,"pre",8
"Barro Colorado Island",2019-09-01,196.279,"pre",9
"Barro Colorado Island",2019-10-01,237.871,"pre",10
"Barro Colorado Island",2019-11-01,260.986,"pre",11
"Barro Colorado Island",2019-12-01,0,"pre",12
