"sites.sitename","Date","climvar.val","climvar.class","month"
"Barro Colorado Island",2017-12-01,23,"wet",12
"Barro Colorado Island",2018-01-01,21,"wet",1
"Barro Colorado Island",2018-02-01,4,"wet",2
"Barro Colorado Island",2018-03-01,11,"wet",3
"Barro Colorado Island",2018-04-01,8,"wet",4
"Barro Colorado Island",2018-05-01,25,"wet",5
"Barro Colorado Island",2018-06-01,23,"wet",6
"Barro Colorado Island",2018-07-01,24,"wet",7
"Barro Colorado Island",2018-08-01,27,"wet",8
"Barro Colorado Island",2018-09-01,27,"wet",9
"Barro Colorado Island",2018-10-01,24,"wet",10
"Barro Colorado Island",2018-11-01,25,"wet",11
"Barro Colorado Island",2018-12-01,6,"wet",12
"Barro Colorado Island",2019-01-01,10,"wet",1
"Barro Colorado Island",2019-02-01,8,"wet",2
"Barro Colorado Island",2019-04-01,3,"wet",4
"Barro Colorado Island",2019-05-01,38,"wet",5
"Barro Colorado Island",2019-06-01,17,"wet",6
"Barro Colorado Island",2019-07-01,20,"wet",7
"Barro Colorado Island",2019-08-01,24,"wet",8
"Barro Colorado Island",2019-09-01,19,"wet",9
"Barro Colorado Island",2019-10-01,22,"wet",10
"Barro Colorado Island",2019-11-01,21,"wet",11
